"feature_id","contrast","estimate","se","t","p_value","fdr","n_samples","df_residual"
"frozen_stage_program_score","MCI_vs_HC",0.227902067488831,0.304031305975986,0.749600659567708,0.463743147071128,0.463743147071128,20,17
"frozen_stage_program_score","AD_vs_MCI",0.288250181005521,0.312272129866126,0.923073670164215,0.368885421842422,0.368885421842422,20,17
"frozen_stage_program_score","AD_vs_HC",0.516152248494352,0.27601217575488,1.87003434570486,0.0788006068408874,0.0788006068408874,20,17
"frozen_stage_program_score","ordinal_HC_MCI_AD",0.25757154135824,0.13409029609354,1.92088129314415,0.0707301526516471,0.0707301526516471,20,18
