"feature_id","contrast","estimate","se","t","p_value","fdr","n_samples","df_residual"
"frozen_stage_program_score","MCI_vs_HC",-0.434271065400815,0.226615050937261,-1.91633814084592,0.0843176239522542,0.0843176239522542,13,10
"frozen_stage_program_score","AD_vs_MCI",0.765480397275784,0.244772230580146,3.12731716118892,0.0107394055368807,0.0107394055368807,13,10
"frozen_stage_program_score","AD_vs_HC",0.331209331874969,0.17715313438822,1.86962163000258,0.0910645624672524,0.0910645624672524,13,10
"frozen_stage_program_score","ordinal_HC_MCI_AD",0.138744558564128,0.111134034729598,1.24844345750345,0.237786905141318,0.237786905141318,13,11
